unique,hex_id,x_meter,y_meter,lv,ln_lv,ID_raw,ID,year,plt_ar,plot_area_raw,cst_ar,use,reg,corner,pot,y,x,f_x,f_y,ln_y,ln_x,pop_dens,nivelaca,estrat,puweight,prweight,slum,waste,flats,condos,dev,mat,det,reintro,mun,west,north,south,east,condo_seg,flat_seg,cod_sen,sen_x,sen_y,cod_adm,pucbd,prcbd,ln_cbd,cbd,cbd_norm,ln_lv,d_mroad,dum_mroad,d_hnach,prox_tmst,prox_bus,pumicro,pugrocerie,puban_res,puparks,puschools,puclinics,pumarkets,pumacro,pujobs,puxl_mal,puxl_groc,puuniv,pucult,puhosp,puxl_sport,prmicro,prgrocerie,prban_res,prparks,prschools,prclinics,prmarkets,prmacro,prjobs,prxl_mal,prxl_groc,pruniv,prcult,prhosp,prxl_sport,micro,groceries,ban_res,parks,schools,clinics,markets,macro,jobs,xl_mal,xl_groc,univ,cult,hosp,xl_sport,int_08,int_15,int_25,int_50,int_75,int_n,nach_08,nach_15,nach_25,nach_50,nach_75,nach_n,pumacssx,prmacssx,macssx,puint_grav,print_grav,int_grav
ob_377,1570,764338.999,1617662.192,1312.56,7.18,5387,5.387,10,5.49,242.2572069,4.68,1,1,0,5,14.61942,-90.54615,7.467,7.42,2.68,4.51,4.14,4.49,4,0.45,0.55,0,0,7.37,0,0,1,0,0,1,0,0,0,0,2,0,sen_2304012,7.4543,7.4078,gc_zon_11,3.32,2.54,0.62,0.858928042,0.858928042,7.18,4.19,road_100m,0,0,1,0.12,0,0.16,0.18,0.03,0.25,0.25,0.92,12.18,2.64,2.94,3,2.89,2.4,2.89,0.55,0.55,0.44,0.53,0.46,0.89,0.29,0.86,11.34,2.4,1.95,2.08,2.08,1.61,2.2,0.36,0.3,0.32,0.37,0.27,0.6,0,0.88,0.82,0.87,0.89,0.89,0.9,0.94,0.9,4.33,5.42,6.56,7.57,7.98,8.41,0.84,0.81,0.84,0.87,0.87,0.89,0.93,0.89,0.91,6.6,6.43,0.88
ob_685,3124,771833.071,1615918.814,1597.94,7.38,6686,6.686,11,5.19,179.4685529,5.38,1,1,1,3,14.60293,-90.47681,7.398,7.452,2.68,4.51,3.55,7.27,2,0.89,0.11,0,0,9.57,9.08,1,0,0,0,1,0,0,0,0,3,2,sen_2406041,7.4086,7.4382,gc_zon_16,4.17,3.68,0.52,0.68202765,0.68202765,7.38,6.72,road_500m~,6.38,0,1,0.01,0,0,0,0.03,0,0,0.72,11.51,4.13,3.56,3,3.97,3.47,3.97,0.01,0,0,0.02,0.04,0,0,0.52,10.42,3.14,3.22,2.56,3.53,3.14,3.5,0.01,0,0,0,0.03,0,0,0.7,0.4,0.66,0.78,0.89,0.71,0.82,0.72,3.37,3.74,4.01,4.85,5.41,7.6,0.77,0.79,0.74,0.69,0.71,0.7,0.72,0.55,0.7,5.73,5.47,0.37
ob_85,2896,770916.8445,1612006.206,1777.68,7.48,4329,4.329,8,5.56,259.8228363,5.68,1,1,0,2,14.56768,-90.48571,7.461,7.329,2.68,4.51,3.2,2.41,3,0.68,0.32,0,0,8.98,9.16,0,0,0,0,1,0,0,0,0,3,3,sen_3002015,7.4379,7.3075,gc_zon_15,3.64,2.86,0.6,0.8221188,0.8221188,7.48,4.61,road_100m,3.99,0,1,0,0,0.02,0,0,0,0,0.8,11.8,3.22,3.26,3.76,3.04,3.47,3.87,0.15,0.36,0.09,0.08,0.08,0.16,0,0.72,10.87,2.2,2.3,3.04,2.08,2.56,3.14,0.05,0.12,0.04,0.03,0.03,0.05,0,0.78,0.53,0.86,0.85,0.75,0.9,0.83,0.74,2.95,3.36,4.15,5.45,6.18,8.17,0.85,0.77,0.77,0.8,0.81,0.78,0.82,0.76,0.8,6.25,6.01,0.61
ob_866,2332,768137.9695,1617444.527,2160.4,7.68,7461,7.461,12,5.3,200.33681,5.29,1,0,0,4,14.61708,-90.51093,7.552,7.428,2.68,4.51,4.08,1.76,3,0.72,0.28,0,0,9.51,7.37,0,0,1,0,1,0,0,0,0,1,1,sen_106073,7.5474,7.4155,gc_zon_5,3.23,2.17,0.64,0.896480879,0.896480879,7.68,4.97,road_100m,0,1,1,0.12,0,0.35,0.06,0.05,0.13,0,0.94,12.29,3.14,3,3.04,2.08,1.79,2.2,0.74,0.91,0.94,0.22,0.73,0.84,0.57,0.88,11.46,2.4,2.48,1.95,1.39,1.1,1.79,0.29,0.25,0.51,0.11,0.24,0.33,0,0.92,0.91,0.86,0.86,0.9,0.96,0.97,0.96,4.8,5.86,6.62,7.56,7.82,8.44,0.83,0.84,0.85,0.87,0.88,0.89,0.93,0.88,0.92,6.58,6.39,0.87
ob_878,1201,763228.3853,1606945.365,1101.6,7,7759,7.759,13,5.32,204.383882,4.97,1,1,1,3,14.52272,-90.55752,7.387,6.793,2.68,4.51,4.54,8.58,5,0.95,0.05,0,0,0,7.37,0,0,0,0,0,0,0,1,0,1,0,sen_2806013,7.4111,6.8184,pet_1,4.28,3.7,0.51,0.665291195,0.665291195,7,6.14,road_400m,4.52,0,0,0,0,0,0,0,0,0,0.69,11.35,4.13,3.43,4.03,3.69,3.83,3.91,0.04,0.18,0.01,0,0,0,0,0.51,10.31,3,2.4,3.64,3.18,3.47,3.09,0,0.01,0,0,0,0,0,0.68,0.35,0.67,0.83,0.71,0.79,0.75,0.76,2.99,4.23,5.14,5.96,6.35,7.88,0.72,0.72,0.71,0.69,0.69,0.66,0.7,0.56,0.7,5.86,5.51,0.42
ob_393,3128,771849.3593,1617653.8,1050.17,6.96,5434,5.434,10,5.3,200.33681,5.55,1,1,0,3,14.6186,-90.47648,7.395,7.423,2.68,4.51,3.82,7.32,4,0.87,0.13,0,0,8.47,9.08,1,0,0,0,1,0,0,0,0,3,2,sen_2406034,7.4027,7.4106,gc_zon_16,3.91,3.22,0.57,0.768267051,0.768267051,6.96,6.44,road_500m~,0,0,1,0.02,0,0.03,0.06,0,0,0,0.8,11.75,3.85,3,2.56,3.64,3,3.64,0.05,0.09,0.02,0.04,0.05,0.05,0,0.73,10.92,2.83,2.3,1.61,2.94,2.08,2.89,0.02,0.01,0.03,0.06,0.01,0.01,0,0.79,0.53,0.75,0.88,0.94,0.8,0.9,0.81,3.79,4.38,4.88,5.63,6.46,7.91,0.8,0.8,0.81,0.81,0.79,0.83,0.79,0.77,0.79,5.99,6.03,0.49
ob_663,3206,772590.6547,1607795.68,1046.7,6.95,6621,6.621,11,5.39,219.2033856,5.51,1,0,0,4,14.52948,-90.47062,7.345,6.901,2.68,4.51,2.3,8.81,4,0.82,0.18,0,0,7.78,8.76,0,0,0,0,0,0,0,0,1,3,0,sen_3001072,7.3958,6.967,cat_1,4.41,3.64,0.47,0.599994193,0.599994193,6.95,3.82,road_100m,0,0,0,0,0,0,0,0,0,0,0.62,10.77,3.66,3.47,4.43,4.17,4.03,4.5,0.03,0,0.03,0.06,0.05,0,0,0.52,9.95,2.56,2.3,3.56,3.37,3.26,3.64,0,0,0,0.01,0.01,0,0,0.6,0.2,0.79,0.83,0.56,0.65,0.69,0.54,3.48,4.14,4.73,5.83,6.26,7.69,0.81,0.86,0.86,0.85,0.84,0.79,0.63,0.58,0.62,5.25,5.51,0.25
ob_228,3405,773320.7219,1612643.99,1341.2,7.2,4892,4.892,10,6.47,645.483727,6.11,1,0,0,2,14.5732,-90.46335,7.273,7.366,2.68,4.5,2.75,10.43,5,0.46,0.54,0,0,8.63,8.47,0,0,0,0,0,0,0,0,1,3,0,sen_3002035,7.3072,7.353,cat_1,4.32,3.38,0.49,0.63231622,0.63231622,7.2,6.12,road_400m,6.16,0,0,0,0,0,0,0,0,0,0.63,10.89,3.85,3.83,4.25,4.06,3.99,4.33,0.07,0.09,0.04,0.1,0.02,0.11,0,0.58,10.32,2.71,2.71,3.26,3.04,2.83,3.37,0.04,0.05,0.02,0.06,0.01,0.06,0,0.6,0.26,0.75,0.73,0.62,0.7,0.72,0.6,2.84,3.36,3.87,4.94,5.61,7.56,0.8,0.81,0.77,0.73,0.73,0.69,0.63,0.64,0.63,5.27,5.68,0.33
ob_890,2500,768840.1258,1624059.215,1399.1,7.24,7858,7.858,13,4.73,113.2955623,4.89,1,1,0,3,14.67676,-90.50374,7.539,6.862,2.69,4.51,3.77,9.42,5,0.62,0.38,0,0,0,7.78,1,0,0,0,1,0,0,0,0,2,0,sen_102032,7.5381,6.9667,gc_zon_2,3.99,3.47,0.52,0.68202765,0.68202765,7.24,3.76,road_100m,6.8,0,1,0.02,0,0,0.12,0,0,0,0.81,11.98,3.56,3.5,3.56,3.37,3.4,3.56,0.02,0,0.02,0.06,0.04,0,0,0.67,10.84,2.77,2.71,2.89,2.56,2.83,2.94,0.02,0,0.01,0.1,0.01,0,0,0.76,0.6,0.78,0.78,0.79,0.84,0.8,0.79,3.76,4.42,4.41,5.22,6.14,7.89,0.82,0.84,0.81,0.75,0.74,0.71,0.81,0.7,0.77,6.28,5.87,0.59
ob_197,918,761777.3582,1621122.81,809.69,6.7,4777,4.777,9,5.2,181.2722419,5.59,1,1,0,4,14.65093,-90.56957,7.273,7.199,2.68,4.51,4.28,10.67,5,0.93,0.07,0,0,6.68,7.78,0,0,0,0,0,1,0,0,0,1,0,sen_2606052,7.2769,7.1853,mix_4,4.07,3.18,0.55,0.733253018,0.733253018,6.7,2.43,road_100m,5.87,0,1,0.09,0,0.03,0.29,0.03,0.13,0,0.84,11.81,3.5,1.39,2.94,3.66,2.64,3.71,0.33,0.45,0.06,0.71,0.16,0.32,0.14,0.79,10.96,2.4,0.69,2.4,2.64,1.61,2.77,0.11,0.03,0.04,0.32,0.04,0.14,0,0.83,0.56,0.83,0.98,0.91,0.81,0.93,0.8,4.22,5.15,5.84,6.76,7.32,8.22,0.8,0.82,0.82,0.82,0.8,0.76,0.86,0.85,0.86,6.34,6.24,0.69
ob_983,2849,770700.6576,1614982.957,4167.74,8.34,8211,8.211,13,6.46,639.0610566,6.07,1,1,0,0,14.59459,-90.48741,7.471,7.447,2.68,4.51,4.18,10.34,5,0.44,0.56,0,0,10.18,8.29,0,0,0,0,1,0,0,0,0,3,3,sen_2405073,7.4633,7.4283,gc_zon_15,4.01,2.99,0.56,0.7506725,0.7506725,8.34,6.26,road_500m~,5.96,0,1,0,0,0,0,0,0,0,0.78,11.56,3.61,2.71,3.64,3.69,3.14,3.78,0.09,0.18,0.06,0.1,0.03,0.11,0,0.75,10.87,2.56,1.61,2.56,2.64,1.95,2.77,0.05,0.1,0.03,0.06,0.02,0.06,0,0.76,0.48,0.79,0.92,0.81,0.8,0.89,0.78,2.85,3.59,4.54,5.47,6.39,8.11,0.83,0.73,0.72,0.69,0.68,0.67,0.78,0.79,0.79,5.95,5.99,0.52
ob_417,2129,766935.5931,1619160.578,1464.36,7.29,5542,5.542,10,5.77,320.5377326,5.69,1,1,1,3,14.6327,-90.52191,7.552,7.353,2.68,4.51,4.01,5.54,4,0.68,0.32,0,0,8.63,0,0,0,0,1,1,0,0,0,0,0,1,sen_101124,7.5466,7.3502,gc_zon_1,3.53,2.63,0.61,0.840431399,0.840431399,7.29,5.41,road_200m,0,1,1,0.41,0.4,0.29,0.12,0.34,1,0.5,0.92,12.33,3.53,3.43,3.14,2.4,1.95,3,0.53,0.45,0.55,0.12,0.83,0.63,0.71,0.83,11.4,2.77,2.71,2.48,1.39,1.39,2.2,0.45,0.42,0.37,0.12,0.5,0.88,1,0.89,0.93,0.79,0.79,0.87,0.95,0.96,0.9,5.45,6.22,6.82,7.64,8.03,8.47,0.83,0.84,0.85,0.87,0.88,0.9,0.91,0.84,0.89,6.62,6.42,0.9
ob_886,279,759027.0521,1614091.738,957.28,6.86,7817,7.817,13,5.82,336.9720536,6.08,1,1,0,3,14.58768,-90.59578,6.927,7.431,2.68,4.51,4.04,8.62,5,0.89,0.11,0,0,0,9.08,0,0,0,0,0,1,0,0,0,1,0,sen_2608095,6.9536,7.4181,mix_8,4.35,3.63,0.49,0.63231622,0.63231622,6.86,5.71,road_300m,6.87,0,0,0,0,0,0,0.02,0,0,0.66,11.02,4.17,3.47,3.53,4.08,3.85,4.2,0.04,0.09,0.01,0.06,0.03,0,0,0.55,10.45,3.3,2.56,3,3.43,2.89,3.33,0.01,0.01,0,0.01,0.02,0,0,0.65,0.25,0.64,0.82,0.82,0.69,0.76,0.67,3.57,4.38,4.88,5.25,5.67,7.77,0.91,0.82,0.81,0.76,0.73,0.7,0.67,0.57,0.66,5.51,5.28,0.3
ob_1025,3272,772638.6848,1611921.217,2753.52,7.92,8339,8.339,13,5.85,347.2343805,5.47,1,1,0,5,14.56674,-90.46975,7.337,7.323,2.68,4.51,2.89,10.43,5,0.46,0.54,0,0,8.47,9.24,0,0,0,0,0,0,0,0,1,3,0,sen_3002022,7.3776,7.3315,cat_1,4.02,3.24,0.53,0.698932309,0.698932309,7.92,4.06,road_100m,0,0,1,0.06,0.2,0.05,0,0.03,0,0,0.74,11.56,3.43,3.37,4.06,3.64,3.74,4.16,0.1,0.27,0.06,0.08,0.03,0.05,0,0.66,10.5,2.2,2.08,3.14,2.77,2.64,3.26,0.08,0.24,0.06,0.04,0.03,0.03,0,0.7,0.41,0.85,0.85,0.67,0.79,0.78,0.65,3.91,4.62,5.14,5.68,6.32,7.86,0.82,0.84,0.83,0.83,0.83,0.88,0.75,0.73,0.74,6.01,5.87,0.5
ob_537,107,757773.2986,1620630.719,1606.4,7.38,5859,5.859,11,5.06,157.5905163,5.11,1,1,1,3,14.64687,-90.60677,6.741,7.239,2.68,4.51,4.18,10.8,5,0.88,0.12,0,0,6.68,8.07,0,0,0,0,0,1,0,0,0,1,0,sen_2602105,6.7753,7.2461,mix_7,4.37,3.53,0.49,0.63231622,0.63231622,7.38,5.89,road_300m,5.28,0,0,0,0,0,0,0,0,0,0.67,11.25,3.83,3.71,3.97,4.08,3.85,4.2,0.06,0.18,0.01,0.04,0,0.05,0,0.56,10.42,2.83,2.83,3.22,3.3,2.94,3.26,0.01,0.02,0,0,0,0.01,0,0.66,0.32,0.75,0.77,0.73,0.69,0.76,0.67,3.87,4.39,4.7,5.58,6.34,8.13,0.86,0.83,0.81,0.77,0.76,0.73,0.69,0.63,0.68,5.82,5.83,0.42
ob_1079,326,759287.0228,1613669.405,1097.94,7,8492,8.492,13,5.21,183.0940582,5.4,1,1,0,4,14.58384,-90.59341,6.964,7.418,2.68,4.51,3.98,7.47,4,0.89,0.11,0,0,0,8.63,0,0,0,0,0,1,0,0,0,1,0,sen_2608094,6.9873,7.413,mix_8,4.32,3.59,0.5,0.648721271,0.648721271,7,4.88,road_100m,6.54,0,0,0,0,0,0,0.02,0,0,0.7,11.34,4.13,3.37,3.43,4.03,3.78,4.17,0.04,0.09,0.01,0.06,0.02,0,0,0.57,10.46,3.26,2.48,2.89,3.4,2.77,3.26,0.01,0.01,0,0.01,0.02,0,0,0.68,0.34,0.66,0.84,0.84,0.7,0.78,0.68,4.09,4.73,5,5.4,5.82,7.83,0.83,0.84,0.87,0.83,0.81,0.77,0.71,0.62,0.7,5.87,5.71,0.43
ob_924,1580,764331.9842,1620500.542,1860.37,7.53,8029,8.029,13,5.09,162.3898621,5.39,1,1,0,3,14.64506,-90.54593,7.468,7.256,2.68,4.51,4.15,9.11,5,0.94,0.06,0,0,7.78,8.29,0,1,0,0,1,0,0,0,0,0,1,sen_2302093,7.4495,7.2662,gc_zon_7,4.08,3.15,0.55,0.733253018,0.733253018,7.53,5.79,road_300m,5.11,0,1,0,0,0,0,0,0,0,0.82,11.92,3.33,3.26,3.66,3.5,3.26,3.09,0.1,0.18,0.02,0.02,0.18,0.11,0,0.79,11.13,2.3,2.2,2.64,2.64,2.08,1.95,0.01,0.01,0,0,0.01,0.01,0,0.82,0.63,0.85,0.86,0.81,0.84,0.87,0.9,3.36,4.78,5.81,6.82,7.53,8.22,0.74,0.72,0.71,0.69,0.69,0.66,0.84,0.83,0.84,6.35,6.28,0.7
ob_482,1612,764742.6253,1611235.829,859.31,6.76,5704,5.704,10,5.08,160.7740559,4.65,1,1,0,3,14.56133,-90.54305,7.485,7.279,2.68,4.51,4.26,5.66,3,0.85,0.15,1,0,7.37,6.68,0,1,0,0,1,0,0,0,0,2,2,sen_2305182,7.4748,7.3173,gc_zon_12,4.17,3.14,0.54,0.716006862,0.716006862,6.76,5.82,road_300m,4.98,0,0,0,0,0.01,0,0,0,0,0.71,11.63,4.09,3.95,3.87,3.47,3.64,3.74,0.1,0.18,0.05,0,0.11,0.11,0.29,0.63,10.86,3.09,3.09,2.83,2.77,2.64,3,0.02,0.03,0.01,0,0.02,0.02,0,0.7,0.47,0.67,0.7,0.76,0.83,0.81,0.79,3.22,3.84,4.76,5.44,6.62,8.27,0.83,0.81,0.75,0.73,0.74,0.73,0.72,0.66,0.71,6.01,5.92,0.5
ob_150,324,759218.8721,1613079.768,325.75,5.79,4587,4.587,9,6.06,428.3754369,5.84,1,1,1,4,14.57852,-90.5941,6.953,7.395,2.68,4.51,4.08,7.28,4,0.85,0.15,0,0,0,8.63,0,0,0,0,0,1,0,0,0,1,0,sen_2608102,6.9928,7.3774,mix_8,4.44,3.65,0.47,0.599994193,0.599994193,5.79,1.2,road_100m,6.89,0,0,0,0,0,0,0.02,0,0,0.64,11.07,4.28,3.66,3.71,4.19,3.99,4.3,0.02,0,0.01,0.06,0.02,0,0,0.53,10.38,3.33,2.64,3.04,3.47,2.89,3.37,0.01,0,0,0.01,0.02,0,0,0.62,0.27,0.6,0.78,0.78,0.65,0.73,0.63,3.99,4.64,4.89,5.19,5.6,7.78,0.84,0.88,0.88,0.82,0.8,0.75,0.65,0.58,0.64,5.58,5.54,0.33
ob_614,3124,772046.5229,1615822.656,1834.32,7.51,6454,6.454,11,6.32,555.5729925,5.68,1,0,1,3,14.60204,-90.47484,7.382,7.453,2.68,4.51,3.55,7.27,2,0.89,0.11,0,0,9.57,9.08,1,0,0,0,1,0,0,0,0,3,2,sen_2406043,7.3889,7.4392,gc_zon_16,4.17,3.68,0.52,0.68202765,0.68202765,7.51,6.72,road_500m~,6.38,0,1,0.01,0,0,0,0.03,0,0,0.72,11.51,4.13,3.56,3,3.97,3.47,3.97,0.01,0,0,0.02,0.04,0,0,0.52,10.42,3.14,3.22,2.56,3.53,3.14,3.5,0.01,0,0,0,0.03,0,0,0.7,0.4,0.66,0.78,0.89,0.71,0.82,0.72,3.37,3.74,4.01,4.85,5.41,7.6,0.77,0.79,0.74,0.69,0.71,0.7,0.72,0.55,0.7,5.73,5.47,0.37
ob_693,239,758602.8228,1615572.826,914.65,6.82,6736,6.736,11,4.74,114.4342017,5.14,1,1,0,3,14.6011,-90.59957,6.865,7.453,2.68,4.51,4.07,1.82,2,0.72,0.28,0,0,0,9.68,0,0,0,0,0,1,0,0,0,1,0,sen_2608132,6.8757,7.4393,mix_8,4.46,3.68,0.45,0.568312185,0.568312185,6.82,5.77,road_300m,6.82,0,0,0,0,0,0,0,0,0,0.66,11.11,4.06,3.4,3.85,4.2,3.78,4.33,0.05,0.18,0.03,0,0,0.05,0,0.54,10.21,3.26,2.3,3.09,3.5,2.64,3.4,0.02,0.05,0.01,0,0,0.01,0,0.63,0.27,0.65,0.83,0.74,0.62,0.78,0.61,3,3.28,4.15,5.15,5.66,7.7,0.73,0.59,0.59,0.58,0.58,0.58,0.68,0.61,0.66,5.68,5.63,0.37
ob_513,2840,770783.6428,1612253.826,2600.37,7.86,5785,5.785,10,5.35,210.6082979,5.86,1,0,0,3,14.56993,-90.48692,7.468,7.345,2.68,4.51,3.28,2.41,2,0.68,0.32,0,0,9.16,9.08,0,0,0,0,1,0,0,0,0,3,3,sen_3002015,7.4379,7.3075,gc_zon_15,3.44,2.79,0.61,0.840431399,0.840431399,7.86,5.31,road_200m,0,0,1,0,0,0.02,0,0,0,0,0.82,11.85,3.09,3.14,3.69,2.89,3.37,3.81,0.16,0.36,0.1,0.08,0.09,0.16,0,0.74,10.93,2.08,2.2,3,1.95,2.48,3.09,0.05,0.12,0.04,0.03,0.03,0.05,0,0.8,0.56,0.88,0.86,0.77,0.91,0.84,0.75,2.95,3.28,4.22,5.48,6.24,8.17,0.81,0.75,0.74,0.78,0.8,0.8,0.84,0.78,0.82,6.31,6.04,0.64
ob_1184,2751,770144.2282,1618896.958,2135.28,7.67,8812,8.812,14,5.26,192.4814913,4.67,1,0,0,1,14.63,-90.49217,7.496,7.369,2.68,4.51,3.98,8.39,5,0.79,0.21,0,0,8.47,6.68,0,0,1,0,1,0,0,0,0,1,1,sen_105073,7.4868,7.361,gc_zon_5,3.71,2.96,0.59,0.803988415,0.803988415,7.67,5.17,road_100m,5.95,0,1,0.08,0.2,0.02,0.06,0,0.13,0,0.85,12.1,3.64,3.18,3.64,3.37,2.56,3.37,0.16,0.27,0.09,0.06,0.13,0.16,0.43,0.77,11.26,2.77,2.3,2.89,2.64,1.79,2.56,0.09,0.22,0.03,0.06,0.03,0.13,0,0.83,0.74,0.78,0.86,0.8,0.85,0.93,0.86,3.77,4.87,5.63,6.63,7.24,8.24,0.78,0.77,0.81,0.78,0.77,0.73,0.84,0.78,0.83,6.38,6.16,0.71
ob_146,3521,773921.0934,1608313.082,714.01,6.57,4577,4.577,9,5.17,175.9148375,5.52,1,1,0,5,14.53402,-90.45823,7.216,6.968,2.68,4.5,2.2,8.31,5,0.93,0.07,0,0,7.78,9.08,0,0,0,0,0,0,0,0,1,3,0,sen_3005031,7.244,6.9999,frai_1,4.11,3.48,0.54,0.716006862,0.716006862,6.57,4.19,road_100m,0,0,1,0,0,0.02,0,0,0,0,0.7,11.17,3.22,3.09,4.25,3.91,3.71,4.32,0.12,0.27,0.06,0.16,0.06,0.05,0,0.6,10.19,1.95,1.95,3.37,3.14,3.04,3.47,0.01,0.02,0.02,0.01,0,0,0,0.69,0.29,0.87,0.88,0.65,0.74,0.79,0.63,3.49,4.48,5.43,6.37,6.56,7.81,0.9,0.82,0.8,0.84,0.86,0.82,0.71,0.67,0.71,5.68,5.67,0.36
ob_386,2753,770178.4354,1619507.336,1248.33,7.13,5410,5.41,10,5.29,198.3434254,5.64,1,1,0,3,14.63551,-90.49179,7.494,7.333,2.68,4.51,3.87,9.03,5,0.79,0.21,0,0,8.47,0,0,0,1,0,1,0,0,0,0,1,1,sen_105041,7.4914,7.3259,gc_zon_5,3.75,3.03,0.59,0.803988415,0.803988415,7.13,4.9,road_100m,5.09,0,1,0.08,0.2,0,0.06,0,0.13,0.25,0.87,12.16,3.5,3.26,3.53,3.09,2.89,3.26,0.25,0.45,0.18,0.08,0.07,0.37,0.71,0.79,11.26,2.56,2.3,2.77,2.48,1.95,2.64,0.12,0.25,0.04,0.06,0.02,0.18,0,0.85,0.78,0.82,0.85,0.82,0.88,0.91,0.87,4.04,4.53,5.49,6.66,7.22,8.22,0.83,0.84,0.8,0.8,0.8,0.75,0.86,0.8,0.85,6.46,6.2,0.76
ob_1106,247,758807.9948,1617881.954,683.02,6.53,8577,8.577,14,5.08,160.7740559,5.06,1,1,0,2,14.62194,-90.59744,6.9,7.41,2.68,4.51,4.31,8.51,5,0.83,0.17,0,0,7.37,9.32,0,0,0,0,0,1,0,0,0,1,0,sen_2607165,6.9312,7.3971,mix_10,4.2,3.59,0.51,0.665291195,0.665291195,6.53,6.52,road_500m~,5.42,0,1,0,0,0,0,0,0,0,0.74,11.5,3.5,3.3,3.78,3.85,3.64,4.03,0.04,0.09,0.03,0,0.03,0.05,0,0.57,10.37,3,2.3,3.26,3.37,2.77,3.33,0.01,0.02,0.01,0,0,0.01,0,0.71,0.39,0.8,0.85,0.75,0.73,0.8,0.71,4.02,4.37,4.89,5.78,6.2,7.89,0.74,0.7,0.68,0.68,0.68,0.67,0.77,0.63,0.74,6.09,5.77,0.52
ob_1157,1428,764067.4836,1616352.966,2903.83,7.97,8757,8.757,14,5.54,254.6779995,6.22,1,1,1,3,14.60762,-90.5488,7.451,7.449,2.68,4.51,4.14,6.23,4,0.69,0.31,0,0,8.07,6.68,0,1,0,0,1,0,0,0,0,2,0,sen_2304031,7.4508,7.4362,gc_zon_11,3.49,2.74,0.61,0.840431399,0.840431399,7.97,2.98,road_100m,2.83,1,1,0.03,0,0.03,0,0.09,0,0.25,0.89,12.12,3.18,3.04,3.09,3.09,2.64,3.09,0.42,0.55,0.28,0.18,0.45,0.68,0.43,0.84,11.28,2.4,2.08,1.95,2.4,1.61,2.4,0.15,0.17,0.1,0.06,0.2,0.21,0,0.87,0.76,0.86,0.88,0.9,0.88,0.93,0.89,4.67,5.68,6.55,7.21,7.7,8.36,0.77,0.79,0.78,0.75,0.73,0.69,0.9,0.88,0.9,6.56,6.42,0.86
ob_344,534,760293.3542,1614436.153,943.03,6.85,5299,5.299,10,4.91,135.6394144,5.19,1,1,0,4,14.59067,-90.584,7.1,7.439,2.68,4.51,3.72,8.17,5,0.73,0.27,0,0,0,8.76,0,0,0,0,0,1,0,0,0,1,0,sen_2608113,7.0282,7.436,mix_8,4.07,3.56,0.52,0.68202765,0.68202765,6.85,4.05,road_100m,0,0,1,0,0,0,0,0,0,0,0.76,11.57,3.93,2.94,3,3.81,3.5,3.99,0.1,0.18,0.03,0.14,0.1,0.05,0,0.61,10.71,3.22,2.4,2.83,3.37,2.71,3.26,0.03,0.05,0.01,0.04,0.03,0.01,0,0.72,0.4,0.68,0.87,0.86,0.72,0.81,0.71,3.45,4.51,5.22,5.84,6.33,7.94,0.77,0.78,0.82,0.86,0.84,0.82,0.78,0.64,0.74,6.1,5.76,0.51
ob_92,1264,763376.0989,1607351.005,756.26,6.63,4360,4.36,8,4.8,121.5104175,4.97,1,1,1,3,14.52637,-90.55611,7.398,6.852,2.68,4.51,4.52,10,5,0.95,0.05,0,0,0,6.68,0,0,0,0,0,0,0,1,0,1,0,sen_2806024,7.3945,6.911,pet_1,4.22,3.65,0.52,0.68202765,0.68202765,6.63,5.39,road_200m,3.91,0,1,0.1,0.4,0.03,0,0.02,0,0,0.73,11.59,4.08,3.3,3.93,3.58,3.71,3.81,0.07,0.27,0.01,0,0.03,0,0.14,0.55,10.38,2.89,2.2,3.58,3.14,3.4,3,0.1,0.39,0.03,0,0.02,0,0,0.72,0.44,0.69,0.86,0.74,0.81,0.78,0.78,4.33,4.44,5.29,6.01,6.46,7.97,0.88,0.84,0.8,0.76,0.76,0.73,0.74,0.59,0.73,6.07,5.59,0.51
ob_969,600,760422.1993,1616005.03,1513.62,7.32,8166,8.166,13,5.19,179.4685529,5.21,1,1,0,3,14.60483,-90.58265,7.118,7.452,2.68,4.51,4.17,8.93,5,0.89,0.11,0,0,0,9.51,0,0,0,0,0,1,0,0,0,1,0,sen_2608035,7.1198,7.4359,mix_8,4.07,3.43,0.55,0.733253018,0.733253018,7.32,5.09,road_100m,0,0,1,0.14,0.4,0.05,0.24,0,0,0,0.8,11.71,3.76,2.83,2.94,3.66,2.48,3.87,0.1,0.18,0.05,0.14,0.07,0.05,0,0.68,10.69,3.04,1.95,2.56,3.18,1.1,3.04,0.14,0.38,0.05,0.23,0.01,0.01,0,0.79,0.49,0.76,0.91,0.9,0.79,0.95,0.76,3.83,4.72,5.19,5.95,6.52,8.05,0.79,0.82,0.83,0.81,0.8,0.79,0.83,0.75,0.82,6.26,6.01,0.63
